complaint_id,category,complaint_text,area,date_reported,priority,status,clean_text,tokens
474,Electricity,Low voltage supply in Cantonment is damaging household appliances.,Cantonment,2025-10-14,Medium,Pending,low voltage supply cantonment damaging household appliances,"['low', 'voltage', 'supply', 'cantonment', 'damaging', 'household', 'appliances']"
475,Drainage,Broken underground drainage pipe in Anna Nagar is leaking onto the street.,Anna Nagar,2026-06-15,Low,In Progress,broken underground drainage pipe anna nagar leaking onto street,"['broken', 'underground', 'drainage', 'pipe', 'anna', 'nagar', 'leaking', 'onto', 'street']"
476,Electricity,Transformer near Ponmalai Cross Street is making loud noise and sparking.,Ponmalai,2026-04-30,Low,In Progress,transformer near ponmalai cross street making loud noise sparking,"['transformer', 'near', 'ponmalai', 'cross', 'street', 'making', 'loud', 'noise', 'sparking']"
477,Street Light,Multiple street lights along Bharathi Nagar 2nd Street are non-functional after the storm.,Bharathi Nagar,2025-09-06,Low,Resolved,multiple street lights along bharathi nagar nd street nonfunctional storm,"['multiple', 'street', 'lights', 'along', 'bharathi', 'nagar', 'nd', 'street', 'nonfunctional', 'storm']"
479,Garbage,No garbage collection has happened in Cantonment since last Monday.,Cantonment,2026-02-20,High,Pending,garbage collection happened cantonment since last monday,"['garbage', 'collection', 'happened', 'cantonment', 'since', 'last', 'monday']"
480,Street Light,"No streetlight coverage on Edamalaipatti Pudur Market Street, unsafe for women at night.",Edamalaipatti Pudur,2025-11-18,Low,In Progress,streetlight coverage edamalaipatti pudur market street unsafe women night,"['streetlight', 'coverage', 'edamalaipatti', 'pudur', 'market', 'street', 'unsafe', 'women', 'night']"
481,Drainage,Drainage cleaning has not been done in Vayalur Road Market Street for months.,Vayalur Road,2026-03-04,Medium,Pending,drainage cleaning done vayalur road market street months,"['drainage', 'cleaning', 'done', 'vayalur', 'road', 'market', 'street', 'months']"
482,Water Supply,Pipeline leakage near K.K. Nagar Lake Road is wasting a large amount of water daily.,K.K. Nagar,2025-04-16,Low,Resolved,pipeline leakage near kk nagar lake road wasting large amount water daily,"['pipeline', 'leakage', 'near', 'kk', 'nagar', 'lake', 'road', 'wasting', 'large', 'amount', 'water', 'daily']"
483,Electricity,Street junction box in Ponmalai is open with live wires exposed.,Ponmalai,2025-07-30,High,Pending,street junction box ponmalai open live wires exposed,"['street', 'junction', 'box', 'ponmalai', 'open', 'live', 'wires', 'exposed']"
484,Road Damage,Newly laid road in Golden Rock is already cracking within a few months.,Golden Rock,2025-11-28,High,In Progress,newly laid road golden rock already cracking within months,"['newly', 'laid', 'road', 'golden', 'rock', 'already', 'cracking', 'within', 'months']"
486,Electricity,Transformer near Palpannai Bypass Road is making loud noise and sparking.,Palpannai,2025-08-17,High,Resolved,transformer near palpannai bypass road making loud noise sparking,"['transformer', 'near', 'palpannai', 'bypass', 'road', 'making', 'loud', 'noise', 'sparking']"
490,Road Damage,Road near Cantonment junction has completely eroded after recent rains.,Cantonment,2025-05-25,High,In Progress,road near cantonment junction completely eroded recent rains,"['road', 'near', 'cantonment', 'junction', 'completely', 'eroded', 'recent', 'rains']"
491,Garbage,No garbage collection has happened in Golden Rock since last Monday.,Golden Rock,2026-01-09,Low,In Progress,garbage collection happened golden rock since last monday,"['garbage', 'collection', 'happened', 'golden', 'rock', 'since', 'last', 'monday']"
492,Electricity,"Electricity meter in Melapudur 3rd Street is malfunctioning, incorrect readings.",Melapudur,2026-05-03,Medium,Pending,electricity meter melapudur rd street malfunctioning incorrect readings,"['electricity', 'meter', 'melapudur', 'rd', 'street', 'malfunctioning', 'incorrect', 'readings']"
493,Street Light,Entire stretch of Thiruverumbur 3rd Street is dark at night due to non-functional lights.,Thiruverumbur,2026-04-23,Low,In Progress,entire stretch thiruverumbur rd street dark night due nonfunctional lights,"['entire', 'stretch', 'thiruverumbur', 'rd', 'street', 'dark', 'night', 'due', 'nonfunctional', 'lights']"
494,Electricity,"Electricity meter in K.K. Nagar Cross Street is malfunctioning, incorrect readings.",K.K. Nagar,2025-12-06,Low,Pending,electricity meter kk nagar cross street malfunctioning incorrect readings,"['electricity', 'meter', 'kk', 'nagar', 'cross', 'street', 'malfunctioning', 'incorrect', 'readings']"
495,Street Light,Broken street light glass in Edamalaipatti Pudur Colony Road is scattered on the footpath.,Edamalaipatti Pudur,2026-05-25,Low,Pending,broken street light glass edamalaipatti pudur colony road scattered footpath,"['broken', 'street', 'light', 'glass', 'edamalaipatti', 'pudur', 'colony', 'road', 'scattered', 'footpath']"
496,Road Damage,Waterlogged potholes on Palpannai 2nd Street are damaging vehicle tyres.,Palpannai,2025-06-20,Medium,In Progress,waterlogged potholes palpannai nd street damaging vehicle tyres,"['waterlogged', 'potholes', 'palpannai', 'nd', 'street', 'damaging', 'vehicle', 'tyres']"
497,Drainage,Stagnant drainage water in Kattur has been standing for over a week.,Kattur,2025-10-09,High,Pending,stagnant drainage water kattur standing week,"['stagnant', 'drainage', 'water', 'kattur', 'standing', 'week']"
498,Garbage,Overflowing garbage bin near Ponmalai 3rd Street is attracting stray dogs and flies.,Ponmalai,2025-06-06,Medium,Pending,overflowing garbage bin near ponmalai rd street attracting stray dogs flies,"['overflowing', 'garbage', 'bin', 'near', 'ponmalai', 'rd', 'street', 'attracting', 'stray', 'dogs', 'flies']"
499,Road Damage,Waterlogged potholes on Kattur Cross Street are damaging vehicle tyres.,Kattur,2026-06-25,Low,In Progress,waterlogged potholes kattur cross street damaging vehicle tyres,"['waterlogged', 'potholes', 'kattur', 'cross', 'street', 'damaging', 'vehicle', 'tyres']"
500,Drainage,Drainage cleaning has not been done in Puthur Lake Road for months.,Puthur,2025-10-16,Medium,Resolved,drainage cleaning done puthur lake road months,"['drainage', 'cleaning', 'done', 'puthur', 'lake', 'road', 'months']"
501,Street Light,Broken street light glass in Melapudur Main Road is scattered on the footpath.,Melapudur,2026-04-19,High,In Progress,broken street light glass melapudur main road scattered footpath,"['broken', 'street', 'light', 'glass', 'melapudur', 'main', 'road', 'scattered', 'footpath']"
502,Water Supply,Pipeline leakage near Edamalaipatti Pudur Lake Road is wasting a large amount of water daily.,Edamalaipatti Pudur,2026-03-28,Medium,Pending,pipeline leakage near edamalaipatti pudur lake road wasting large amount water daily,"['pipeline', 'leakage', 'near', 'edamalaipatti', 'pudur', 'lake', 'road', 'wasting', 'large', 'amount', 'water', 'daily']"
503,Electricity,Repeated tripping of power supply in Melapudur disrupts daily work.,Melapudur,2025-04-26,Medium,Pending,repeated tripping power supply melapudur disrupts daily work,"['repeated', 'tripping', 'power', 'supply', 'melapudur', 'disrupts', 'daily', 'work']"
504,Road Damage,Deep crack across the road in Anna Nagar is widening every day.,Anna Nagar,2026-03-24,Low,Pending,deep crack across road anna nagar widening every day,"['deep', 'crack', 'across', 'road', 'anna', 'nagar', 'widening', 'every', 'day']"
506,Road Damage,Large pothole on Thillai Nagar Lake Road is causing accidents for two-wheelers.,Thillai Nagar,2026-01-02,Low,Resolved,large pothole thillai nagar lake road causing accidents twowheelers,"['large', 'pothole', 'thillai', 'nagar', 'lake', 'road', 'causing', 'accidents', 'twowheelers']"
507,Street Light,Entire stretch of Srirangam Main Road is dark at night due to non-functional lights.,Srirangam,2026-04-03,High,Resolved,entire stretch srirangam main road dark night due nonfunctional lights,"['entire', 'stretch', 'srirangam', 'main', 'road', 'dark', 'night', 'due', 'nonfunctional', 'lights']"
508,Street Light,"No streetlight coverage on Bharathi Nagar 2nd Street, unsafe for women at night.",Bharathi Nagar,2026-01-15,High,Resolved,streetlight coverage bharathi nagar nd street unsafe women night,"['streetlight', 'coverage', 'bharathi', 'nagar', 'nd', 'street', 'unsafe', 'women', 'night']"
511,Garbage,Plastic waste is piling up near the Anna Nagar Bypass Road community bin.,Anna Nagar,2025-08-04,High,Pending,plastic waste piling near anna nagar bypass road community bin,"['plastic', 'waste', 'piling', 'near', 'anna', 'nagar', 'bypass', 'road', 'community', 'bin']"
513,Garbage,Uncollected garbage near the market in Thiruverumbur is causing a hygiene issue.,Thiruverumbur,2025-10-28,Medium,Pending,uncollected garbage near market thiruverumbur causing hygiene issue,"['uncollected', 'garbage', 'near', 'market', 'thiruverumbur', 'causing', 'hygiene', 'issue']"
514,Water Supply,Pipeline leakage near Puthur Market Street is wasting a large amount of water daily.,Puthur,2025-04-12,High,Pending,pipeline leakage near puthur market street wasting large amount water daily,"['pipeline', 'leakage', 'near', 'puthur', 'market', 'street', 'wasting', 'large', 'amount', 'water', 'daily']"
515,Water Supply,New water connection request in Kattur is pending for over a month.,Kattur,2026-06-20,Medium,In Progress,new water connection request kattur pending month,"['new', 'water', 'connection', 'request', 'kattur', 'pending', 'month']"
516,Drainage,Choked stormwater drain in Thillai Nagar 2nd Street floods during light rain.,Thillai Nagar,2025-02-01,Low,Resolved,choked stormwater drain thillai nagar nd street floods light rain,"['choked', 'stormwater', 'drain', 'thillai', 'nagar', 'nd', 'street', 'floods', 'light', 'rain']"
517,Drainage,Blocked drainage near Golden Rock is causing mosquito breeding and bad odour.,Golden Rock,2026-03-11,Medium,Resolved,blocked drainage near golden rock causing mosquito breeding bad odour,"['blocked', 'drainage', 'near', 'golden', 'rock', 'causing', 'mosquito', 'breeding', 'bad', 'odour']"
518,Garbage,"Garbage has not been collected in Srirangam 2nd Street for over a week, causing bad smell.",Srirangam,2025-06-13,High,In Progress,garbage collected srirangam nd street week causing bad smell,"['garbage', 'collected', 'srirangam', 'nd', 'street', 'week', 'causing', 'bad', 'smell']"
519,Electricity,Power has not been restored in Bharathi Nagar since yesterday's outage.,Bharathi Nagar,2025-07-03,Low,Resolved,power restored bharathi nagar since yesterdays outage,"['power', 'restored', 'bharathi', 'nagar', 'since', 'yesterdays', 'outage']"
520,Water Supply,"Irregular water supply timing in Srirangam, water comes only for 10 minutes.",Srirangam,2025-04-13,High,In Progress,irregular water supply timing srirangam water comes minutes,"['irregular', 'water', 'supply', 'timing', 'srirangam', 'water', 'comes', 'minutes']"
521,Electricity,Electric pole near Ariyamangalam is leaning dangerously and needs urgent repair.,Ariyamangalam,2025-11-04,High,In Progress,electric pole near ariyamangalam leaning dangerously needs urgent repair,"['electric', 'pole', 'near', 'ariyamangalam', 'leaning', 'dangerously', 'needs', 'urgent', 'repair']"
522,Electricity,Street junction box in Palpannai is open with live wires exposed.,Palpannai,2025-10-16,Medium,Pending,street junction box palpannai open live wires exposed,"['street', 'junction', 'box', 'palpannai', 'open', 'live', 'wires', 'exposed']"
523,Electricity,Overhead electric line is sagging dangerously low on Puthur Main Road.,Puthur,2026-01-13,Low,In Progress,overhead electric line sagging dangerously low puthur main road,"['overhead', 'electric', 'line', 'sagging', 'dangerously', 'low', 'puthur', 'main', 'road']"
524,Electricity,Overhead electric line is sagging dangerously low on Palpannai 3rd Street.,Palpannai,2025-04-07,Medium,Pending,overhead electric line sagging dangerously low palpannai rd street,"['overhead', 'electric', 'line', 'sagging', 'dangerously', 'low', 'palpannai', 'rd', 'street']"
525,Water Supply,Pipeline leakage near Thillai Nagar 2nd Street is wasting a large amount of water daily.,Thillai Nagar,2025-09-03,Low,Resolved,pipeline leakage near thillai nagar nd street wasting large amount water daily,"['pipeline', 'leakage', 'near', 'thillai', 'nagar', 'nd', 'street', 'wasting', 'large', 'amount', 'water', 'daily']"
526,Electricity,Power has not been restored in Golden Rock since yesterday's outage.,Golden Rock,2026-01-17,Low,Resolved,power restored golden rock since yesterdays outage,"['power', 'restored', 'golden', 'rock', 'since', 'yesterdays', 'outage']"
527,Street Light,Multiple street lights along Srirangam 2nd Street are non-functional after the storm.,Srirangam,2025-04-10,Medium,In Progress,multiple street lights along srirangam nd street nonfunctional storm,"['multiple', 'street', 'lights', 'along', 'srirangam', 'nd', 'street', 'nonfunctional', 'storm']"
528,Road Damage,Uneven road surface on Ponmalai Bypass Road makes it difficult for vehicles to pass.,Ponmalai,2025-07-25,Medium,In Progress,uneven road surface ponmalai bypass road makes difficult vehicles pass,"['uneven', 'road', 'surface', 'ponmalai', 'bypass', 'road', 'makes', 'difficult', 'vehicles', 'pass']"
530,Electricity,Overhead electric line is sagging dangerously low on Bharathi Nagar 2nd Street.,Bharathi Nagar,2026-01-15,Medium,In Progress,overhead electric line sagging dangerously low bharathi nagar nd street,"['overhead', 'electric', 'line', 'sagging', 'dangerously', 'low', 'bharathi', 'nagar', 'nd', 'street']"
531,Garbage,Construction debris dumped illegally on Edamalaipatti Pudur 2nd Street is blocking the footpath.,Edamalaipatti Pudur,2025-02-28,High,Pending,construction debris dumped illegally edamalaipatti pudur nd street blocking footpath,"['construction', 'debris', 'dumped', 'illegally', 'edamalaipatti', 'pudur', 'nd', 'street', 'blocking', 'footpath']"
532,Garbage,No garbage collection has happened in Ariyamangalam since last Monday.,Ariyamangalam,2025-06-13,High,Pending,garbage collection happened ariyamangalam since last monday,"['garbage', 'collection', 'happened', 'ariyamangalam', 'since', 'last', 'monday']"
533,Water Supply,Salty/foul smelling water is being supplied in Bharathi Nagar Bypass Road.,Bharathi Nagar,2026-05-15,High,Pending,saltyfoul smelling water supplied bharathi nagar bypass road,"['saltyfoul', 'smelling', 'water', 'supplied', 'bharathi', 'nagar', 'bypass', 'road']"
534,Drainage,Sewage water has entered houses in Thillai Nagar Lake Road after the rain.,Thillai Nagar,2025-06-26,High,In Progress,sewage water entered houses thillai nagar lake road rain,"['sewage', 'water', 'entered', 'houses', 'thillai', 'nagar', 'lake', 'road', 'rain']"
535,Road Damage,"Speed breaker on Puthur Cross Street is broken and unmarked, risky at night.",Puthur,2025-04-06,Medium,Resolved,speed breaker puthur cross street broken unmarked risky night,"['speed', 'breaker', 'puthur', 'cross', 'street', 'broken', 'unmarked', 'risky', 'night']"
536,Electricity,Power has not been restored in Anna Nagar since yesterday's outage.,Anna Nagar,2025-06-20,Medium,Pending,power restored anna nagar since yesterdays outage,"['power', 'restored', 'anna', 'nagar', 'since', 'yesterdays', 'outage']"
537,Garbage,"Garbage has not been collected in Gandhi Nagar 3rd Street for over a week, causing bad smell.",Gandhi Nagar,2025-07-24,Low,Resolved,garbage collected gandhi nagar rd street week causing bad smell,"['garbage', 'collected', 'gandhi', 'nagar', 'rd', 'street', 'week', 'causing', 'bad', 'smell']"
538,Electricity,Frequent power cuts in Cantonment 3rd Street for the past week without prior notice.,Cantonment,2026-06-13,Low,In Progress,frequent power cuts cantonment rd street past week without prior notice,"['frequent', 'power', 'cuts', 'cantonment', 'rd', 'street', 'past', 'week', 'without', 'prior', 'notice']"
540,Street Light,"No streetlight coverage on Srirangam Market Street, unsafe for women at night.",Srirangam,2025-11-12,High,Resolved,streetlight coverage srirangam market street unsafe women night,"['streetlight', 'coverage', 'srirangam', 'market', 'street', 'unsafe', 'women', 'night']"
541,Drainage,Sewage water has entered houses in Crawford Colony Road after the rain.,Crawford,2025-11-29,High,Resolved,sewage water entered houses crawford colony road rain,"['sewage', 'water', 'entered', 'houses', 'crawford', 'colony', 'road', 'rain']"
542,Drainage,"Drainage cover is missing on Thillai Nagar Cross Street, risk of accidents.",Thillai Nagar,2026-06-04,Medium,In Progress,drainage cover missing thillai nagar cross street risk accidents,"['drainage', 'cover', 'missing', 'thillai', 'nagar', 'cross', 'street', 'risk', 'accidents']"
543,Electricity,Electric pole near Golden Rock is leaning dangerously and needs urgent repair.,Golden Rock,2026-05-24,Medium,Resolved,electric pole near golden rock leaning dangerously needs urgent repair,"['electric', 'pole', 'near', 'golden', 'rock', 'leaning', 'dangerously', 'needs', 'urgent', 'repair']"
544,Garbage,Plastic waste is piling up near the Ariyamangalam 2nd Street community bin.,Ariyamangalam,2026-06-06,Medium,Pending,plastic waste piling near ariyamangalam nd street community bin,"['plastic', 'waste', 'piling', 'near', 'ariyamangalam', 'nd', 'street', 'community', 'bin']"
546,Road Damage,Road near Palpannai junction has completely eroded after recent rains.,Palpannai,2025-10-12,Low,In Progress,road near palpannai junction completely eroded recent rains,"['road', 'near', 'palpannai', 'junction', 'completely', 'eroded', 'recent', 'rains']"
547,Drainage,Drainage water is overflowing onto the road in Edamalaipatti Pudur Colony Road.,Edamalaipatti Pudur,2025-11-06,Medium,Pending,drainage water overflowing onto road edamalaipatti pudur colony road,"['drainage', 'water', 'overflowing', 'onto', 'road', 'edamalaipatti', 'pudur', 'colony', 'road']"
548,Garbage,"Garbage has not been collected in Thiruverumbur Market Street for over a week, causing bad smell.",Thiruverumbur,2025-10-02,Low,Pending,garbage collected thiruverumbur market street week causing bad smell,"['garbage', 'collected', 'thiruverumbur', 'market', 'street', 'week', 'causing', 'bad', 'smell']"
551,Road Damage,"Road repair work in Anna Nagar was left incomplete, causing traffic issues.",Anna Nagar,2025-03-30,Medium,Pending,road repair work anna nagar left incomplete causing traffic issues,"['road', 'repair', 'work', 'anna', 'nagar', 'left', 'incomplete', 'causing', 'traffic', 'issues']"
552,Garbage,Plastic waste is piling up near the Srirangam 3rd Street community bin.,Srirangam,2025-07-16,Low,Resolved,plastic waste piling near srirangam rd street community bin,"['plastic', 'waste', 'piling', 'near', 'srirangam', 'rd', 'street', 'community', 'bin']"
554,Street Light,Broken street light glass in Srirangam 3rd Street is scattered on the footpath.,Srirangam,2026-05-16,Low,Resolved,broken street light glass srirangam rd street scattered footpath,"['broken', 'street', 'light', 'glass', 'srirangam', 'rd', 'street', 'scattered', 'footpath']"
555,Road Damage,"Road repair work in Puthur was left incomplete, causing traffic issues.",Puthur,2026-02-03,Low,Resolved,road repair work puthur left incomplete causing traffic issues,"['road', 'repair', 'work', 'puthur', 'left', 'incomplete', 'causing', 'traffic', 'issues']"
556,Electricity,Street junction box in Ariyamangalam is open with live wires exposed.,Ariyamangalam,2025-09-12,Medium,Resolved,street junction box ariyamangalam open live wires exposed,"['street', 'junction', 'box', 'ariyamangalam', 'open', 'live', 'wires', 'exposed']"
557,Electricity,Transformer near Melapudur Cross Street is making loud noise and sparking.,Melapudur,2025-04-19,High,Pending,transformer near melapudur cross street making loud noise sparking,"['transformer', 'near', 'melapudur', 'cross', 'street', 'making', 'loud', 'noise', 'sparking']"
558,Street Light,Newly installed street light in Ponmalai Cross Street is not switching on.,Ponmalai,2025-02-02,Low,In Progress,newly installed street light ponmalai cross street switching,"['newly', 'installed', 'street', 'light', 'ponmalai', 'cross', 'street', 'switching']"
559,Road Damage,Broken footpath tiles on Palpannai Main Road are a tripping hazard for pedestrians.,Palpannai,2025-07-03,Medium,Pending,broken footpath tiles palpannai main road tripping hazard pedestrians,"['broken', 'footpath', 'tiles', 'palpannai', 'main', 'road', 'tripping', 'hazard', 'pedestrians']"
561,Garbage,"Dead animal lying near the garbage dump in Golden Rock 3rd Street, needs urgent removal.",Golden Rock,2025-10-11,High,In Progress,dead animal lying near garbage dump golden rock rd street needs urgent removal,"['dead', 'animal', 'lying', 'near', 'garbage', 'dump', 'golden', 'rock', 'rd', 'street', 'needs', 'urgent', 'removal']"
562,Road Damage,"Speed breaker on Puthur Lake Road is broken and unmarked, risky at night.",Puthur,2025-06-21,Low,Resolved,speed breaker puthur lake road broken unmarked risky night,"['speed', 'breaker', 'puthur', 'lake', 'road', 'broken', 'unmarked', 'risky', 'night']"
563,Water Supply,Salty/foul smelling water is being supplied in Golden Rock Main Road.,Golden Rock,2025-10-17,High,In Progress,saltyfoul smelling water supplied golden rock main road,"['saltyfoul', 'smelling', 'water', 'supplied', 'golden', 'rock', 'main', 'road']"
564,Water Supply,New water connection request in Thillai Nagar is pending for over a month.,Thillai Nagar,2025-10-22,Low,Resolved,new water connection request thillai nagar pending month,"['new', 'water', 'connection', 'request', 'thillai', 'nagar', 'pending', 'month']"
565,Water Supply,Contaminated/muddy water is coming from the tap in Thillai Nagar 2nd Street.,Thillai Nagar,2025-10-09,High,Resolved,contaminatedmuddy water coming tap thillai nagar nd street,"['contaminatedmuddy', 'water', 'coming', 'tap', 'thillai', 'nagar', 'nd', 'street']"
566,Drainage,Open drain near Gandhi Nagar school is a safety hazard for children.,Gandhi Nagar,2025-04-12,High,Resolved,open drain near gandhi nagar school safety hazard children,"['open', 'drain', 'near', 'gandhi', 'nagar', 'school', 'safety', 'hazard', 'children']"
568,Garbage,Uncollected garbage near the market in Gandhi Nagar is causing a hygiene issue.,Gandhi Nagar,2026-03-09,Medium,In Progress,uncollected garbage near market gandhi nagar causing hygiene issue,"['uncollected', 'garbage', 'near', 'market', 'gandhi', 'nagar', 'causing', 'hygiene', 'issue']"
570,Drainage,Sewage water has entered houses in Thiruverumbur Cross Street after the rain.,Thiruverumbur,2026-04-06,Medium,Resolved,sewage water entered houses thiruverumbur cross street rain,"['sewage', 'water', 'entered', 'houses', 'thiruverumbur', 'cross', 'street', 'rain']"
572,Street Light,"No streetlight coverage on Anna Nagar Main Road, unsafe for women at night.",Anna Nagar,2025-10-16,Medium,Resolved,streetlight coverage anna nagar main road unsafe women night,"['streetlight', 'coverage', 'anna', 'nagar', 'main', 'road', 'unsafe', 'women', 'night']"
573,Road Damage,Deep crack across the road in Gandhi Nagar is widening every day.,Gandhi Nagar,2025-05-20,Low,In Progress,deep crack across road gandhi nagar widening every day,"['deep', 'crack', 'across', 'road', 'gandhi', 'nagar', 'widening', 'every', 'day']"
574,Garbage,Construction debris dumped illegally on Thiruverumbur Cross Street is blocking the footpath.,Thiruverumbur,2025-08-29,High,In Progress,construction debris dumped illegally thiruverumbur cross street blocking footpath,"['construction', 'debris', 'dumped', 'illegally', 'thiruverumbur', 'cross', 'street', 'blocking', 'footpath']"
575,Water Supply,No water supply in Kattur Lake Road for the past 2 days.,Kattur,2025-10-21,Low,Resolved,water supply kattur lake road past days,"['water', 'supply', 'kattur', 'lake', 'road', 'past', 'days']"
576,Drainage,Sewage water has entered houses in Cantonment Bypass Road after the rain.,Cantonment,2025-08-19,Medium,Resolved,sewage water entered houses cantonment bypass road rain,"['sewage', 'water', 'entered', 'houses', 'cantonment', 'bypass', 'road', 'rain']"
578,Road Damage,Waterlogged potholes on Melapudur 3rd Street are damaging vehicle tyres.,Melapudur,2025-11-30,Medium,In Progress,waterlogged potholes melapudur rd street damaging vehicle tyres,"['waterlogged', 'potholes', 'melapudur', 'rd', 'street', 'damaging', 'vehicle', 'tyres']"
582,Water Supply,Pipeline leakage near Puthur Cross Street is wasting a large amount of water daily.,Puthur,2025-08-28,Medium,Resolved,pipeline leakage near puthur cross street wasting large amount water daily,"['pipeline', 'leakage', 'near', 'puthur', 'cross', 'street', 'wasting', 'large', 'amount', 'water', 'daily']"
583,Water Supply,Salty/foul smelling water is being supplied in Crawford Lake Road.,Crawford,2026-03-29,Low,Pending,saltyfoul smelling water supplied crawford lake road,"['saltyfoul', 'smelling', 'water', 'supplied', 'crawford', 'lake', 'road']"
585,Street Light,"No streetlight coverage on Ponmalai Colony Road, unsafe for women at night.",Ponmalai,2026-01-04,High,In Progress,streetlight coverage ponmalai colony road unsafe women night,"['streetlight', 'coverage', 'ponmalai', 'colony', 'road', 'unsafe', 'women', 'night']"
588,Street Light,Entire stretch of Melapudur Cross Street is dark at night due to non-functional lights.,Melapudur,2025-03-05,High,Resolved,entire stretch melapudur cross street dark night due nonfunctional lights,"['entire', 'stretch', 'melapudur', 'cross', 'street', 'dark', 'night', 'due', 'nonfunctional', 'lights']"
589,Water Supply,No water supply since the pipeline repair work started in Ariyamangalam Colony Road.,Ariyamangalam,2026-01-13,Medium,Resolved,water supply since pipeline repair work started ariyamangalam colony road,"['water', 'supply', 'since', 'pipeline', 'repair', 'work', 'started', 'ariyamangalam', 'colony', 'road']"
590,Road Damage,Uneven road surface on Vayalur Road Main Road makes it difficult for vehicles to pass.,Vayalur Road,2025-10-11,High,Pending,uneven road surface vayalur road main road makes difficult vehicles pass,"['uneven', 'road', 'surface', 'vayalur', 'road', 'main', 'road', 'makes', 'difficult', 'vehicles', 'pass']"
591,Water Supply,"Water supply valve in Kattur is broken, entire street has no water.",Kattur,2025-10-14,Low,Resolved,water supply valve kattur broken entire street water,"['water', 'supply', 'valve', 'kattur', 'broken', 'entire', 'street', 'water']"
592,Road Damage,Waterlogged potholes on Thiruverumbur Cross Street are damaging vehicle tyres.,Thiruverumbur,2025-11-04,Low,Resolved,waterlogged potholes thiruverumbur cross street damaging vehicle tyres,"['waterlogged', 'potholes', 'thiruverumbur', 'cross', 'street', 'damaging', 'vehicle', 'tyres']"
594,Garbage,Plastic waste is piling up near the Ponmalai 2nd Street community bin.,Ponmalai,2026-03-25,High,Resolved,plastic waste piling near ponmalai nd street community bin,"['plastic', 'waste', 'piling', 'near', 'ponmalai', 'nd', 'street', 'community', 'bin']"
595,Road Damage,Uneven road surface on Crawford Colony Road makes it difficult for vehicles to pass.,Crawford,2025-12-18,Medium,Pending,uneven road surface crawford colony road makes difficult vehicles pass,"['uneven', 'road', 'surface', 'crawford', 'colony', 'road', 'makes', 'difficult', 'vehicles', 'pass']"
596,Water Supply,"Water supply valve in Palpannai is broken, entire street has no water.",Palpannai,2026-05-03,High,Resolved,water supply valve palpannai broken entire street water,"['water', 'supply', 'valve', 'palpannai', 'broken', 'entire', 'street', 'water']"
598,Drainage,Blocked drainage near Vayalur Road is causing mosquito breeding and bad odour.,Vayalur Road,2025-10-28,Medium,Pending,blocked drainage near vayalur road causing mosquito breeding bad odour,"['blocked', 'drainage', 'near', 'vayalur', 'road', 'causing', 'mosquito', 'breeding', 'bad', 'odour']"
599,Drainage,Drainage water is overflowing onto the road in Crawford Colony Road.,Crawford,2025-07-04,Low,In Progress,drainage water overflowing onto road crawford colony road,"['drainage', 'water', 'overflowing', 'onto', 'road', 'crawford', 'colony', 'road']"
602,Street Light,Street light near Chinthamani Main Road has not been working for 10 days.,Chinthamani,2025-03-18,High,Pending,street light near chinthamani main road working days,"['street', 'light', 'near', 'chinthamani', 'main', 'road', 'working', 'days']"
603,Drainage,Blocked drainage near Thiruverumbur is causing mosquito breeding and bad odour.,Thiruverumbur,2025-03-08,High,Resolved,blocked drainage near thiruverumbur causing mosquito breeding bad odour,"['blocked', 'drainage', 'near', 'thiruverumbur', 'causing', 'mosquito', 'breeding', 'bad', 'odour']"
604,Drainage,Stagnant drainage water in Crawford has been standing for over a week.,Crawford,2025-07-05,Low,Resolved,stagnant drainage water crawford standing week,"['stagnant', 'drainage', 'water', 'crawford', 'standing', 'week']"
605,Street Light,Street light near Golden Rock park has been off since last month.,Golden Rock,2025-05-05,High,Resolved,street light near golden rock park since last month,"['street', 'light', 'near', 'golden', 'rock', 'park', 'since', 'last', 'month']"
606,Electricity,Frequent power cuts in Edamalaipatti Pudur 2nd Street for the past week without prior notice.,Edamalaipatti Pudur,2025-06-27,High,Pending,frequent power cuts edamalaipatti pudur nd street past week without prior notice,"['frequent', 'power', 'cuts', 'edamalaipatti', 'pudur', 'nd', 'street', 'past', 'week', 'without', 'prior', 'notice']"
607,Garbage,The garbage truck has skipped our street (Golden Rock Lake Road) for three days in a row.,Golden Rock,2025-03-21,High,In Progress,garbage truck skipped street golden rock lake road three days row,"['garbage', 'truck', 'skipped', 'street', 'golden', 'rock', 'lake', 'road', 'three', 'days', 'row']"
608,Street Light,Street light near Melapudur 3rd Street has not been working for 10 days.,Melapudur,2026-01-07,High,In Progress,street light near melapudur rd street working days,"['street', 'light', 'near', 'melapudur', 'rd', 'street', 'working', 'days']"
609,Water Supply,New water connection request in Crawford is pending for over a month.,Crawford,2025-04-03,Medium,In Progress,new water connection request crawford pending month,"['new', 'water', 'connection', 'request', 'crawford', 'pending', 'month']"
610,Electricity,Low voltage supply in K.K. Nagar is damaging household appliances.,K.K. Nagar,2025-06-09,Low,Pending,low voltage supply kk nagar damaging household appliances,"['low', 'voltage', 'supply', 'kk', 'nagar', 'damaging', 'household', 'appliances']"
